<DATE>   <TIME>  <OPEN>  <HIGH>  <LOW>   <CLOSE> <TICKVOL>   <VOL>   <SPREAD>
2024.01.09   15:53:00  17522 17527 17522  17526    60  60  1
2024.01.09   15:54:00  17525 17525 17517  17519    51  51  1
2024.01.09   15:55:00  17518 17521 17518  17519    25  25  1
2024.01.09   15:56:00  17520 17520 17518  17520    28  28  1
2024.01.09   15:57:00  17520 17521 17518  17518    22  22  1
2024.01.09   15:58:00  17519 17519 17519  17519    15  15  1
2024.01.09   15:59:00  17518 17519 17518  17519    10  10  1
2024.01.09   16:00:00  17519 17520 17518  17518    32  32  1
2024.01.09   16:01:00  17518 17520 17512  17512    153  153  1
2024.01.09   16:02:00  17512 17512 17507  17507    110  110  1
2024.01.09   16:03:00  17508 17513 17508  17512    38  38  1
2024.01.09   16:04:00  17512 17513 17510  17510    23  23  1
2024.01.09   16:05:00  17510 17510 17507  17509    43  43  1
2024.01.09   16:06:00  17508 17510 17507  17507    35  35  1
2024.01.09   16:07:00  17506 17506 17503  17505    122  122  1
2024.01.09   16:08:00  17506 17510 17505  17509    55  55  1
2024.01.09   16:09:00  17508 17509 17505  17509    32  32  1
2024.01.09   16:10:00  17509 17513 17509  17510    35  35  1
2024.01.09   16:11:00  17511 17514 17509  17513    43  43  1
2024.01.09   16:12:00  17513 17514 17506  17507    57  57  1
2024.01.09   16:13:00  17507 17509 17505  17509    96  96  1
2024.01.09   16:14:00  17510 17510 17506  17506    20  20  1
2024.01.09   16:15:00  17506 17506 17503  17503    65  65  1
2024.01.09   16:16:00  17505 17505 17502  17502    90  90  1
2024.01.09   16:17:00  17501 17503 17501  17503    69  69  1
2024.01.09   16:18:00  17502 17506 17501  17506    58  58  1
2024.01.09   16:19:00  17505 17506 17503  17506    23  23  1
2024.01.09   16:20:00  17505 17505 17497  17500    202  202  1
2024.01.09   16:21:00  17502 17507 17502  17507    72  72  1
2024.01.09   16:22:00  17506 17507 17504  17507    40  40  1
2024.01.09   16:23:00  17506 17506 17503  17503    34  34  1
2024.01.09   16:24:00  17503 17506 17503  17506    80  80  1
2024.01.09   16:25:00  17506 17510 17505  17509    116  116  1
2024.01.09   16:26:00  17510 17510 17505  17505    25  25  1
2024.01.09   16:27:00  17505 17505 17501  17502    39  39  1
2024.01.09   16:28:00  17502 17502 17500  17500    94  94  1
2024.01.09   16:29:00  17500 17501 17500  17500    32  32  1
2024.01.09   16:30:00  17500 17500 17498  17499    38  38  1
2024.01.09   16:31:00  17498 17500 17496  17497    101  101  1
2024.01.09   16:32:00  17498 17501 17497  17500    49  49  1
2024.01.09   16:33:00  17500 17501 17497  17498    54  54  1
2024.01.09   16:34:00  17499 17501 17499  17500    19  19  1
2024.01.09   16:35:00  17500 17502 17500  17502    34  34  1
2024.01.09   16:36:00  17502 17503 17500  17503    24  24  1
2024.01.09   16:37:00  17502 17505 17502  17502    28  28  1
2024.01.09   16:38:00  17501 17501 17497  17498    31  31  1
2024.01.09   16:39:00  17498 17498 17497  17498    20  20  1
2024.01.09   16:40:00  17499 17499 17495  17495    75  75  1
2024.01.09   16:41:00  17497 17498 17495  17496    41  41  1
2024.01.09   16:42:00  17496 17496 17493  17495    98  98  1
2024.01.09   16:43:00  17494 17494 17492  17494    90  90  1
2024.01.09   16:44:00  17494 17494 17493  17494    21  21  1
2024.01.09   16:45:00  17494 17495 17494  17494    35  35  1
2024.01.09   16:46:00  17495 17496 17494  17494    27  27  1
2024.01.09   16:47:00  17494 17495 17492  17495    35  35  1
2024.01.09   16:48:00  17495 17495 17495  17495    29  29  1
2024.01.09   16:49:00  17495 17496 17494  17494    13  13  1
2024.01.09   16:50:00  17495 17495 17494  17495    12  12  1
2024.01.09   16:51:00  17495 17496 17494  17496    19  19  1
2024.01.09   16:52:00  17496 17498 17495  17498    40  40  1
2024.01.09   16:53:00  17497 17497 17495  17496    36  36  1
2024.01.09   16:54:00  17496 17497 17495  17496    35  35  1
2024.01.09   16:55:00  17496 17498 17495  17495    34  34  1
2024.01.09   16:56:00  17496 17498 17495  17495    17  17  1
2024.01.09   16:57:00  17496 17498 17495  17498    34  34  1
2024.01.09   16:58:00  17498 17510 17498  17510    157  157  1
2024.01.09   16:59:00  17509 17511 17508  17509    72  72  1
2024.01.09   17:00:00  17510 17510 17506  17508    56  56  1
2024.01.09   17:01:00  17508 17509 17502  17508    145  145  1
2024.01.09   17:02:00  17508 17511 17508  17511    128  128  1
2024.01.09   17:03:00  17511 17518 17511  17518    109  109  1
2024.01.09   17:04:00  17518 17522 17516  17521    145  145  1
2024.01.09   17:05:00  17521 17522 17518  17518    105  105  1
2024.01.09   17:06:00  17518 17518 17515  17515    88  88  1
2024.01.09   17:07:00  17516 17520 17516  17519    79  79  1
2024.01.09   17:08:00  17518 17519 17516  17516    50  50  1
2024.01.09   17:09:00  17516 17516 17515  17515    28  28  1
2024.01.09   17:10:00  17514 17515 17510  17510    78  78  1
2024.01.09   17:11:00  17510 17511 17507  17507    133  133  1
2024.01.09   17:12:00  17507 17507 17502  17503    113  113  1
2024.01.09   17:13:00  17503 17505 17503  17505    103  103  1
2024.01.09   17:14:00  17504 17506 17500  17501    86  86  1
2024.01.09   17:15:00  17500 17500 17484  17488    678  678  1
2024.01.09   17:16:00  17488 17489 17486  17488    143  143  1
2024.01.09   17:17:00  17487 17494 17486  17494    112  112  1
2024.01.09   17:18:00  17494 17494 17491  17492    44  44  1
2024.01.09   17:19:00  17492 17492 17488  17489    52  52  1
2024.01.09   17:20:00  17488 17490 17487  17488    98  98  1
2024.01.09   17:21:00  17488 17489 17482  17483    221  221  1
2024.01.09   17:22:00  17483 17485 17477  17478    278  278  1
2024.01.09   17:23:00  17478 17479 17477  17477    143  143  1
2024.01.09   17:24:00  17478 17481 17476  17479    139  139  1
2024.01.09   17:25:00  17480 17484 17479  17482    72  72  1
2024.01.09   17:26:00  17483 17487 17483  17484    88  88  1
2024.01.09   17:27:00  17483 17486 17483  17486    44  44  1
2024.01.09   17:28:00  17487 17489 17485  17489    63  63  1
2024.01.09   17:29:00  17487 17490 17487  17487    98  98  1
2024.01.09   17:30:00  17487 17489 17486  17489    46  46  1
2024.01.09   17:31:00  17488 17489 17487  17489    48  48  1
2024.01.09   17:32:00  17489 17491 17488  17490    53  53  1
2024.01.09   17:33:00  17492 17494 17488  17494    158  158  1
2024.01.09   17:34:00  17494 17496 17492  17494    67  67  1
2024.01.09   17:35:00  17493 17495 17493  17495    37  37  1
2024.01.09   17:36:00  17496 17496 17494  17495    72  72  1
2024.01.09   17:37:00  17494 17495 17493  17493    23  23  1
2024.01.09   17:38:00  17492 17494 17492  17494    19  19  1
2024.01.09   17:39:00  17495 17495 17494  17495    30  30  1
2024.01.09   17:40:00  17495 17496 17495  17496    9  9  1
2024.01.09   17:41:00  17496 17499 17496  17498    53  53  1
2024.01.09   17:42:00  17498 17500 17498  17500    73  73  1
2024.01.09   17:43:00  17500 17500 17497  17497    57  57  1
2024.01.09   17:44:00  17497 17497 17494  17495    29  29  1
2024.01.09   17:45:00  17495 17500 17495  17499    34  34  1
2024.01.09   17:46:00  17500 17501 17499  17501    51  51  1
2024.01.09   17:47:00  17500 17500 17496  17496    63  63  1
2024.01.09   17:48:00  17496 17502 17496  17502    49  49  1
2024.01.09   17:49:00  17500 17502 17499  17499    20  20  1
2024.01.09   17:50:00  17500 17501 17499  17501    17  17  1
2024.01.09   17:51:00  17501 17503 17501  17503    39  39  1
2024.01.09   17:52:00  17503 17507 17503  17507    148  148  1
2024.01.09   17:53:00  17507 17511 17506  17509    140  140  1
2024.01.09   17:54:00  17509 17509 17508  17509    32  32  1
2024.01.09   17:55:00  17509 17509 17506  17506    81  81  1
2024.01.09   17:56:00  17506 17507 17505  17507    42  42  1
2024.01.09   17:57:00  17505 17507 17505  17507    29  29  1
2024.01.09   17:58:00  17507 17509 17507  17509    30  30  1
2024.01.09   17:59:00  17509 17509 17507  17507    23  23  1
2024.01.09   18:00:00  17507 17509 17506  17506    20  20  1
2024.01.09   18:01:00  17507 17507 17501  17502    76  76  1
2024.01.09   18:02:00  17502 17503 17501  17502    34  34  1
2024.01.09   18:03:00  17502 17502 17497  17499    105  105  1
2024.01.09   18:04:00  17499 17500 17499  17500    21  21  1
2024.01.09   18:05:00  17501 17503 17499  17502    25  25  1
2024.01.09   18:06:00  17502 17502 17500  17500    14  14  1
2024.01.09   18:07:00  17500 17500 17499  17500    13  13  1
2024.01.09   18:08:00  17500 17501 17500  17500    16  16  1
2024.01.09   18:09:00  17500 17500 17498  17498    17  17  1
2024.01.09   18:10:00  17497 17497 17494  17496    87  87  1
2024.01.09   18:11:00  17496 17499 17495  17499    50  50  1
2024.01.09   18:12:00  17500 17508 17500  17506    66  66  1
2024.01.09   18:13:00  17504 17509 17504  17509    27  27  1
2024.01.09   18:14:00  17509 17509 17505  17505    27  27  1
2024.01.09   18:15:00  17506 17508 17503  17505    28  28  1
2024.01.09   18:16:00  17505 17508 17505  17506    16  16  1
2024.01.09   18:17:00  17506 17508 17506  17508    28  28  1
2024.01.09   18:18:00  17509 17513 17507  17507    149  149  1
2024.01.09   18:19:00  17508 17508 17506  17506    21  21  1
2024.01.09   18:20:00  17508 17508 17507  17507    22  22  1
2024.01.09   18:21:00  17507 17508 17506  17506    19  19  1
2024.01.09   18:22:00  17506 17509 17505  17509    15  15  1
2024.01.09   18:23:00  17508 17508 17508  17508    19  19  1
2024.01.09   18:24:00  17508 17510 17508  17509    25  25  1
2024.01.09   18:25:00  17509 17511 17509  17511    23  23  1
2024.01.09   18:26:00  17512 17512 17511  17512    36  36  1
2024.01.09   18:27:00  17512 17515 17512  17514    91  91  1
2024.01.09   18:28:00  17514 17515 17513  17513    24  24  1
2024.01.09   18:29:00  17512 17513 17511  17511    10  10  1
2024.01.09   18:30:00  17511 17511 17508  17509    37  37  1
2024.01.09   18:31:00  17510 17510 17505  17506    71  71  1
2024.01.09   18:32:00  17508 17508 17505  17507    48  48  1
2024.01.09   18:33:00  17508 17509 17507  17509    9  9  1
2024.01.09   18:34:00  17507 17507 17498  17500    270  270  1
2024.01.09   18:35:00  17500 17506 17500  17505    106  106  1
2024.01.09   18:36:00  17505 17505 17502  17503    36  36  1
2024.01.09   18:37:00  17503 17504 17501  17502    31  31  1
2024.01.09   18:38:00  17501 17504 17501  17503    9  9  1
2024.01.09   18:39:00  17504 17504 17502  17504    17  17  1
2024.01.09   18:40:00  17503 17504 17502  17503    9  9  1
2024.01.09   18:41:00  17502 17503 17501  17502    16  16  1
2024.01.09   18:42:00  17501 17501 17501  17501    13  13  1
2024.01.09   18:43:00  17502 17502 17500  17501    15  15  1
2024.01.09   18:44:00  17501 17503 17501  17503    12  12  1
2024.01.09   18:45:00  17502 17503 17500  17500    38  38  1
2024.01.09   18:46:00  17499 17499 17495  17497    108  108  1
2024.01.09   18:47:00  17498 17502 17498  17502    41  41  1
2024.01.09   18:48:00  17501 17501 17499  17501    31  31  1
2024.01.09   18:49:00  17500 17503 17499  17503    31  31  1
2024.01.09   18:50:00  17503 17505 17503  17504    18  18  1
2024.01.09   18:51:00  17504 17504 17502  17502    17  17  1
2024.01.09   18:52:00  17502 17504 17502  17503    18  18  1
2024.01.09   18:53:00  17503 17503 17501  17502    7  7  1
2024.01.09   18:54:00  17502 17503 17502  17502    8  8  1
2024.01.09   18:55:00  17503 17503 17502  17503    7  7  1
2024.01.09   18:56:00  17502 17503 17502  17503    4  4  1
2024.01.09   18:57:00  17502 17504 17501  17504    30  30  1
2024.01.09   18:58:00  17504 17504 17503  17504    6  6  1
2024.01.09   18:59:00  17503 17503 17502  17503    25  25  1
2024.01.09   19:00:00  17502 17505 17502  17504    8  8  1
2024.01.09   19:01:00  17504 17505 17503  17503    25  25  1
2024.01.09   19:02:00  17502 17504 17502  17504    18  18  1
2024.01.09   19:03:00  17503 17503 17501  17503    32  32  1
2024.01.09   19:04:00  17503 17503 17499  17501    30  30  1
2024.01.09   19:05:00  17500 17500 17498  17498    17  17  1
2024.01.09   19:06:00  17499 17499 17498  17499    5  5  1
2024.01.09   19:07:00  17498 17500 17498  17500    11  11  1
2024.01.09   19:08:00  17498 17499 17496  17496    22  22  1
2024.01.09   19:09:00  17496 17496 17492  17492    44  44  1
2024.01.09   19:10:00  17492 17493 17488  17488    117  117  1
2024.01.09   19:11:00  17488 17489 17486  17487    78  78  1
2024.01.09   19:12:00  17487 17488 17485  17486    154  154  1
2024.01.09   19:13:00  17488 17491 17486  17491    28  28  1
2024.01.09   19:14:00  17491 17494 17491  17494    34  34  1
2024.01.09   19:15:00  17494 17494 17491  17494    16  16  1
2024.01.09   19:16:00  17494 17497 17494  17497    28  28  1
2024.01.09   19:17:00  17497 17497 17493  17493    27  27  1
2024.01.09   19:18:00  17493 17495 17493  17495    7  7  1
2024.01.09   19:19:00  17495 17495 17491  17491    28  28  1
2024.01.09   19:20:00  17492 17493 17491  17491    9  9  1
2024.01.09   19:21:00  17491 17493 17490  17490    17  17  1
2024.01.09   19:22:00  17490 17490 17489  17489    16  16  1
2024.01.09   19:23:00  17490 17490 17488  17489    29  29  1
2024.01.09   19:24:00  17489 17489 17488  17489    13  13  1
2024.01.09   19:25:00  17488 17489 17488  17489    19  19  1
2024.01.09   19:26:00  17489 17490 17488  17488    19  19  1
2024.01.09   19:27:00  17488 17489 17488  17489    7  7  1
2024.01.09   19:28:00  17490 17490 17487  17487    17  17  1
2024.01.09   19:29:00  17487 17488 17486  17486    24  24  1
2024.01.09   19:30:00  17486 17487 17486  17487    21  21  1
2024.01.09   19:31:00  17488 17489 17486  17486    27  27  1
2024.01.09   19:32:00  17487 17489 17486  17489    53  53  1
2024.01.09   19:33:00  17489 17489 17488  17489    13  13  1
2024.01.09   19:34:00  17489 17490 17489  17489    3  3  1
2024.01.09   19:35:00  17490 17494 17489  17494    38  38  1
2024.01.09   19:36:00  17493 17493 17491  17491    38  38  1
2024.01.09   19:37:00  17490 17491 17488  17488    29  29  1
2024.01.09   19:38:00  17489 17489 17484  17484    100  100  1
2024.01.09   19:39:00  17485 17486 17484  17485    17  17  1
2024.01.09   19:40:00  17486 17486 17483  17484    48  48  1
2024.01.09   19:41:00  17485 17487 17485  17487    9  9  1
2024.01.09   19:42:00  17485 17485 17483  17484    39  39  1
2024.01.09   19:43:00  17484 17485 17484  17484    11  11  1
2024.01.09   19:44:00  17485 17485 17479  17482    251  251  1
2024.01.09   19:45:00  17481 17485 17481  17485    40  40  1
2024.01.09   19:46:00  17485 17486 17484  17486    13  13  1
2024.01.09   19:47:00  17486 17487 17485  17487    28  28  1
2024.01.09   19:48:00  17487 17488 17486  17488    37  37  1
2024.01.09   19:49:00  17487 17488 17487  17487    10  10  1
2024.01.09   19:50:00  17487 17488 17486  17488    8  8  1
2024.01.09   19:51:00  17487 17487 17478  17480    306  306  1
2024.01.09   19:52:00  17480 17484 17479  17483    130  130  1
2024.01.09   19:53:00  17482 17483 17480  17483    17  17  1
2024.01.09   19:54:00  17482 17482 17478  17478    54  54  1
2024.01.09   19:55:00  17479 17481 17479  17481    58  58  1
2024.01.09   19:56:00  17480 17482 17479  17479    45  45  1
2024.01.09   19:57:00  17479 17482 17479  17482    46  46  1
2024.01.09   19:58:00  17481 17484 17480  17484    12  12  1
2024.01.09   19:59:00  17485 17488 17485  17487    26  26  1
2024.01.09   20:00:00  17487 17487 17486  17487    25  25  1
2024.01.09   20:01:00  17487 17488 17484  17486    40  40  1
2024.01.09   20:02:00  17486 17487 17486  17486    5  5  1
2024.01.09   20:03:00  17486 17487 17486  17487    11  11  1
2024.01.09   20:04:00  17487 17488 17486  17488    15  15  1
2024.01.09   20:05:00  17487 17490 17487  17489    38  38  1
2024.01.09   20:06:00  17490 17494 17490  17492    150  150  1
2024.01.09   20:07:00  17492 17493 17491  17493    27  27  1
2024.01.09   20:08:00  17494 17495 17494  17495    54  54  1
2024.01.09   20:09:00  17495 17496 17494  17496    19  19  1
2024.01.09   20:10:00  17496 17497 17493  17494    55  55  1
2024.01.09   20:11:00  17495 17495 17492  17493    24  24  1
2024.01.09   20:12:00  17494 17495 17494  17494    25  25  1
2024.01.09   20:13:00  17494 17500 17493  17498    52  52  1
2024.01.09   20:14:00  17499 17500 17498  17500    28  28  1
2024.01.09   20:15:00  17500 17501 17498  17498    74  74  1
2024.01.09   20:16:00  17498 17501 17498  17500    65  65  1
2024.01.09   20:17:00  17499 17500 17498  17498    21  21  1
2024.01.09   20:18:00  17499 17501 17499  17500    72  72  1
2024.01.09   20:19:00  17500 17502 17500  17502    39  39  1
2024.01.09   20:20:00  17503 17504 17500  17501    103  103  1
2024.01.09   20:21:00  17501 17502 17500  17500    20  20  1
2024.01.09   20:22:00  17501 17502 17500  17502    22  22  1
2024.01.09   20:23:00  17502 17503 17501  17502    21  21  1
2024.01.09   20:24:00  17502 17502 17501  17502    21  21  1
2024.01.09   20:25:00  17502 17502 17501  17501    11  11  1
2024.01.09   20:26:00  17501 17503 17501  17502    36  36  1
2024.01.09   20:27:00  17502 17504 17502  17504    30  30  1
2024.01.09   20:28:00  17504 17504 17502  17502    16  16  1
2024.01.09   20:29:00  17503 17504 17500  17500    67  67  1
2024.01.09   20:30:00  17500 17500 17498  17499    31  31  1
2024.01.09   20:31:00  17499 17499 17495  17497    113  113  1
2024.01.09   20:32:00  17498 17498 17497  17497    14  14  1
2024.01.09   20:33:00  17497 17499 17497  17498    22  22  1
2024.01.09   20:34:00  17499 17503 17499  17503    27  27  1
2024.01.09   20:35:00  17503 17504 17502  17502    43  43  1
2024.01.09   20:36:00  17502 17502 17501  17501    7  7  1
2024.01.09   20:37:00  17501 17501 17501  17501    14  14  1
2024.01.09   20:38:00  17501 17503 17500  17503    37  37  1
2024.01.09   20:39:00  17503 17506 17502  17502    157  157  1
2024.01.09   20:40:00  17502 17503 17501  17502    28  28  1
2024.01.09   20:41:00  17501 17503 17501  17503    14  14  1
2024.01.09   20:42:00  17502 17502 17497  17497    35  35  1
2024.01.09   20:43:00  17497 17499 17496  17499    55  55  1
2024.01.09   20:44:00  17498 17498 17497  17497    45  45  1
2024.01.09   20:45:00  17497 17498 17494  17495    47  47  1
2024.01.09   20:46:00  17496 17498 17496  17496    22  22  1
2024.01.09   20:47:00  17496 17499 17496  17497    24  24  1
2024.01.09   20:48:00  17499 17500 17499  17499    12  12  1
2024.01.09   20:49:00  17498 17500 17498  17500    15  15  1
2024.01.09   20:50:00  17499 17500 17499  17500    10  10  1
2024.01.09   20:51:00  17500 17500 17498  17499    24  24  1
2024.01.09   20:52:00  17499 17500 17497  17499    19  19  1
2024.01.09   20:53:00  17499 17499 17498  17498    5  5  1
2024.01.09   20:54:00  17500 17503 17500  17502    38  38  1
2024.01.09   20:55:00  17503 17504 17502  17504    27  27  1
2024.01.09   20:56:00  17504 17509 17504  17508    249  249  1
2024.01.09   20:57:00  17509 17509 17506  17507    43  43  1
2024.01.09   20:58:00  17508 17510 17508  17509    41  41  1
2024.01.09   20:59:00  17510 17510 17508  17508    32  32  1
2024.01.09   21:00:00  17509 17514 17509  17512    187  187  1
2024.01.09   21:01:00  17510 17512 17503  17503    155  155  1
2024.01.09   21:02:00  17503 17504 17500  17504    52  52  1
2024.01.09   21:03:00  17505 17505 17500  17502    34  34  1
2024.01.09   21:04:00  17502 17502 17500  17501    34  34  1
2024.01.09   21:05:00  17500 17501 17500  17501    30  30  1
2024.01.09   21:06:00  17501 17501 17500  17501    4  4  1
2024.01.09   21:07:00  17501 17502 17498  17500    68  68  1
2024.01.09   21:08:00  17500 17503 17500  17500    14  14  1
2024.01.09   21:09:00  17501 17501 17500  17500    24  24  1
2024.01.09   21:10:00  17500 17500 17498  17499    19  19  1
2024.01.09   21:11:00  17499 17501 17499  17499    33  33  1
2024.01.09   21:12:00  17499 17500 17498  17500    20  20  1
2024.01.09   21:13:00  17501 17502 17501  17502    33  33  1
2024.01.09   21:14:00  17502 17504 17502  17504    13  13  1
2024.01.09   21:15:00  17504 17505 17503  17503    17  17  1
2024.01.09   21:16:00  17504 17504 17501  17501    23  23  1
2024.01.09   21:17:00  17501 17501 17499  17499    21  21  1
2024.01.09   21:18:00  17499 17499 17495  17496    33  33  1
2024.01.09   21:19:00  17496 17496 17493  17494    38  38  1
2024.01.09   21:20:00  17494 17495 17494  17495    28  28  1
2024.01.09   21:21:00  17496 17496 17494  17494    23  23  1
2024.01.09   21:22:00  17494 17494 17488  17492    115  115  1
2024.01.09   21:23:00  17492 17492 17488  17490    38  38  1
2024.01.09   21:24:00  17489 17490 17486  17488    77  77  1
2024.01.09   21:25:00  17489 17489 17486  17486    38  38  1
2024.01.09   21:26:00  17487 17488 17486  17487    47  47  1
2024.01.09   21:27:00  17487 17489 17487  17488    22  22  1
2024.01.09   21:28:00  17489 17491 17489  17491    23  23  1
2024.01.09   21:29:00  17490 17492 17489  17492    44  44  1
2024.01.09   21:30:00  17491 17491 17487  17488    33  33  1
2024.01.09   21:31:00  17489 17491 17487  17491    34  34  1
2024.01.09   21:32:00  17491 17491 17483  17483    124  124  1
2024.01.09   21:33:00  17485 17485 17470  17471    667  667  1
2024.01.09   21:34:00  17472 17479 17470  17478    265  265  1
2024.01.09   21:35:00  17479 17480 17472  17475    138  138  1
2024.01.09   21:36:00  17474 17474 17471  17473    74  74  1
2024.01.09   21:37:00  17473 17478 17472  17476    98  98  1
2024.01.09   21:38:00  17476 17476 17471  17472    96  96  1
2024.01.09   21:39:00  17474 17477 17474  17477    17  17  1
2024.01.09   21:40:00  17477 17480 17476  17478    64  64  1
2024.01.09   21:41:00  17480 17480 17477  17477    37  37  1
2024.01.09   21:42:00  17478 17478 17474  17474    82  82  1
2024.01.09   21:43:00  17473 17474 17469  17471    136  136  1
2024.01.09   21:44:00  17471 17473 17469  17471    101  101  1
2024.01.09   21:45:00  17470 17471 17468  17469    108  108  1
2024.01.09   21:46:00  17470 17470 17462  17465    366  366  1
2024.01.09   21:47:00  17465 17466 17463  17466    100  100  1
2024.01.09   21:48:00  17465 17469 17465  17466    178  178  1
2024.01.09   21:49:00  17466 17468 17463  17466    129  129  1
2024.01.09   21:50:00  17467 17471 17466  17471    59  59  1
2024.01.09   21:51:00  17470 17471 17466  17466    67  67  1
2024.01.09   21:52:00  17468 17469 17465  17469    45  45  1
2024.01.09   21:53:00  17469 17470 17467  17470    37  37  1
2024.01.09   21:54:00  17470 17472 17468  17470    37  37  1
2024.01.09   21:55:00  17470 17470 17466  17466    66  66  1
2024.01.09   21:56:00  17466 17466 17464  17465    51  51  1
2024.01.09   21:57:00  17465 17466 17463  17466    73  73  1
2024.01.09   21:58:00  17466 17466 17461  17461    114  114  1
2024.01.09   21:59:00  17461 17466 17460  17466    153  153  1
2024.01.09   22:00:00  17465 17467 17464  17466    35  35  1
2024.01.09   22:01:00  17467 17473 17465  17471    130  130  1
2024.01.09   22:02:00  17472 17475 17470  17474    115  115  1
2024.01.09   22:03:00  17474 17475 17473  17475    46  46  1
2024.01.09   22:04:00  17475 17478 17473  17475    131  131  1
2024.01.09   22:05:00  17475 17475 17474  17474    16  16  1
2024.01.09   22:06:00  17474 17474 17468  17470    76  76  1
2024.01.09   22:07:00  17471 17471 17468  17470    35  35  1
2024.01.09   22:08:00  17470 17470 17468  17469    30  30  1
2024.01.09   22:09:00  17468 17470 17467  17470    59  59  1
2024.01.09   22:10:00  17469 17474 17469  17474    25  25  1
2024.01.09   22:11:00  17474 17475 17471  17472    35  35  1
2024.01.09   22:12:00  17472 17473 17471  17472    10  10  1
2024.01.09   22:13:00  17472 17475 17472  17473    23  23  1
2024.01.09   22:14:00  17473 17474 17470  17471    32  32  1
2024.01.09   22:15:00  17472 17475 17472  17474    46  46  1
2024.01.09   22:16:00  17474 17474 17471  17473    34  34  1
2024.01.09   22:17:00  17473 17473 17468  17468    29  29  1
2024.01.09   22:18:00  17469 17469 17464  17465    102  102  1
2024.01.09   22:19:00  17465 17470 17464  17470    34  34  1
2024.01.09   22:20:00  17470 17470 17469  17469    10  10  1
2024.01.09   22:21:00  17468 17468 17466  17466    18  18  1
2024.01.09   22:22:00  17466 17468 17466  17468    39  39  1
2024.01.09   22:23:00  17468 17472 17468  17471    39  39  1
2024.01.09   22:24:00  17472 17472 17469  17471    15  15  1
2024.01.09   22:25:00  17470 17470 17468  17468    17  17  1
2024.01.09   22:26:00  17468 17469 17467  17469    27  27  1
2024.01.09   22:27:00  17469 17469 17468  17468    18  18  1
