date,open,high,low,close,volume,macd,macdsignal,macdhist,upperband,middleband,lowerband,slowk,slowd,rsi,sma5,sma10,sma20
2020-01-04 00:00:00,114.5,115.0,114.0,114.5,425.396,,,,,,,,,,,,
2020-01-11 00:00:00,114.5,117.0,114.0,116.0,1748.954,,,,,,,,,,,,
2020-01-18 00:00:00,117.0,119.0,116.5,118.0,1845.476,,,,,,,,,,,,
2020-01-25 00:00:00,118.0,118.5,117.5,118.0,291.046,,,,,,,,,,,,
2020-02-01 00:00:00,114.0,114.5,109.5,111.0,2840.822,,,,,,,,,,115.5,,
2020-02-08 00:00:00,104.0,114.5,103.5,108.5,3713.418,,,,,,,,,,114.3,,
2020-02-15 00:00:00,107.0,110.5,106.0,109.5,1892.174,,,,,,,,,,113.0,,
2020-02-22 00:00:00,109.5,112.0,109.0,111.0,1580.656,,,,,,,,,,111.6,,
2020-02-29 00:00:00,110.0,110.0,106.0,107.0,1934.132,,,,,,,,,,109.4,,
2020-03-07 00:00:00,105.0,108.5,105.0,106.5,1973.446,,,,,,,,,,108.5,112.0,
2020-03-14 00:00:00,106.0,106.0,88.0,91.300003,6279.0,,,,,,,17.3722836886,27.9416525708,,105.0600006,109.6800003,
2020-03-21 00:00:00,91.599998,91.599998,72.5,78.599998,6999.14,,,,,,,14.617690831,20.6124732281,,98.8800002,105.9400001,
2020-03-28 00:00:00,75.0,90.800003,72.400002,87.599998,5212.768,,,,,,,32.8722460233,21.6207401809,,94.1999998,102.8999999,
2020-04-04 00:00:00,85.5,87.5,83.800003,86.199997,2041.292,,,,,,,37.6754129135,28.3884499226,,90.0399992,99.7199996,
2020-04-11 00:00:00,85.900002,94.5,83.0,94.5,4159.351,,,,,,,59.6741394816,43.4072661395,34.9849863377,87.6399992,98.0699996,
2020-04-18 00:00:00,94.599998,97.900002,92.400002,94.699997,3422.309,,,,,,,82.9566030982,60.1020518311,35.1945641642,88.319998,96.6899993,
2020-04-25 00:00:00,94.400002,94.599998,88.300003,92.199997,2680.923,,,,,,,82.5478672474,75.0595366091,33.7308374199,91.0399978,94.959999,
2020-05-02 00:00:00,92.5,102.0,92.5,101.0,3123.082,,,,,,,94.037828444,86.5140995966,42.7557639555,93.7199982,93.959999,
2020-05-09 00:00:00,98.699997,100.5,97.099998,99.300003,2200.348,,,,,,,90.3745576848,88.9867511254,41.5777690996,96.3399994,93.1899993,
2020-05-16 00:00:00,99.5,100.5,95.099998,97.400002,2411.734,,,,125.7296851949,102.13999975,78.5503143051,73.7878795196,86.0667552161,40.243228187,96.9199998,92.2799995,102.13999975
2020-05-23 00:00:00,97.400002,101.0,97.400002,99.5,1550.238,,,,124.2338989954,101.38999975,78.5461005046,79.2964232595,81.1529534879,42.4422242267,97.8800004,93.0999992,101.38999975
2020-05-30 00:00:00,99.699997,102.5,98.5,99.800003,1565.638,,,,122.3157213492,100.5799999,78.8442784508,74.7235654688,75.9359560826,42.7662510131,99.4000016,95.2199997,100.5799999
2020-06-06 00:00:00,101.5,108.0,101.0,108.0,2249.014,,,,120.4899701713,100.0799999,79.6700296287,93.3994446539,82.4731444607,50.9022563355,100.8000016,97.2599999,100.0799999
2020-06-13 00:00:00,108.5,112.0,103.5,107.5,3136.334,,,,118.4410514927,99.5549999,80.6689483073,79.7481414489,82.6237171905,50.43149384,102.440001,99.3900002,99.5549999
2020-06-20 00:00:00,107.5,111.5,106.5,108.0,1843.141,,,,117.9367695033,99.4049999,80.8732302967,74.163940157,82.4371754199,50.9203164215,104.5600006,100.7400002,99.4049999
2020-06-27 00:00:00,108.5,110.0,108.0,109.0,1032.715,,,,118.0172078911,99.4299999,80.8427919089,76.2588701417,76.7236505825,51.9411005979,106.4600006,102.1700005,99.4299999
2020-07-04 00:00:00,108.0,115.5,107.0,113.5,2252.335,,,,118.7767850369,99.6299999,80.4832147631,83.4841686273,77.9689929753,56.3415560158,109.2,104.3000008,99.6299999
2020-07-11 00:00:00,114.0,114.5,109.0,111.0,2520.016,,,,118.7767850369,99.6299999,80.4832147631,68.191002816,75.9780138617,53.4153681257,109.8,105.3000008,99.6299999
2020-07-18 00:00:00,112.0,112.5,109.5,111.5,1728.805,,,,119.4883138085,99.8549999,80.2216859915,57.7366273259,69.8039329231,53.930714855,110.6,106.5200005,99.8549999
2020-07-25 00:00:00,111.5,112.0,108.5,108.5,2181.565,,,,119.7581765421,99.9549999,80.1518232579,26.1463929617,50.6913410345,50.3328541286,110.7,107.6300003,99.9549999
2020-08-01 00:00:00,108.5,109.0,103.0,105.0,3092.826,,,,120.1128338357,100.63999975,81.1671656643,14.8887067185,32.923909002,46.4403000003,109.9,108.1800003,100.63999975
2020-08-08 00:00:00,105.0,106.5,104.0,106.0,1135.032,,,,118.4458924239,102.00999985,85.5741072761,19.9173258694,20.3174751832,47.6851715653,108.4,108.8,102.00999985
2020-08-15 00:00:00,105.5,114.5,105.5,114.5,3425.715,,,,119.1907938466,103.35499995,87.5192060534,78.1516709289,37.6525678389,56.8630004149,109.1,109.45,103.35499995
2020-08-22 00:00:00,114.5,115.5,109.0,113.5,5517.05,1.674773647,0.274771551,1.4000020959,118.8747793524,104.7200001,90.5652208476,86.1723394615,61.4137787533,55.6265880784,109.5,110.05,104.7200001
2020-08-29 00:00:00,103.636002,104.091003,99.0,99.800003,6596.012,0.8938725775,0.3985917563,0.4952808212,118.488878039,104.98500025,91.481122461,28.270799002,64.1982697975,42.1157273142,107.7600006,109.2300003,104.98500025
2020-09-05 00:00:00,100.0,100.5,98.0,99.0,1619.438,0.208051015,0.3604836081,-0.152432593,118.1121825636,105.2000004,92.2878182364,8.5891769072,41.0107717903,41.4821240466,106.5600006,108.2300003,105.2000004
2020-09-12 00:00:00,100.0,102.5,99.5,99.599998,1882.912,-0.2837814344,0.2316305996,-0.5154120339,117.2220854779,105.57000045,93.9179154221,5.5214685853,14.1271481648,42.1846448216,105.2800002,106.8400001,105.57000045
2020-09-19 00:00:00,100.5,100.5,99.400002,100.0,1356.494,-0.6339772801,0.0585090236,-0.6924863037,117.2671673721,105.52000045,93.7728335279,7.3741800728,7.1616085218,42.6787092902,102.3800002,105.7400001,105.52000045
2020-09-26 00:00:00,100.5,100.5,95.599998,95.699997,2427.823,-1.2441426147,-0.202021304,-1.0421213107,117.6113334172,105.34000015,93.0686668828,1.1628060466,4.6861515682,38.8365743118,98.8199996,104.1599998,105.34000015
2020-10-03 00:00:00,96.400002,99.099998,96.199997,99.0,607.549,-1.4447660123,-0.4505702457,-0.9941957666,117.4831430535,105.42000005,93.3568570465,35.6869412383,14.7413091193,43.0721857284,98.659999,103.2099998,105.42000005
2020-10-10 00:00:00,98.5,99.900002,98.099998,99.699997,717.79,-1.5296447994,-0.6663851564,-0.863259643,117.4718295657,105.4299999,93.3881702343,55.3237448202,30.7244973684,43.9587267377,98.7999984,102.6799995,105.4299999
2020-10-17 00:00:00,99.699997,99.699997,98.0,98.599998,918.844,-1.6664626321,-0.8664006516,-0.8000619806,117.5473029223,105.36999965,93.1926963777,62.6102290458,51.2069717014,42.8299635937,98.5999984,101.9399993,105.36999965
2020-10-24 00:00:00,98.699997,99.099998,96.400002,98.199997,1238.389,-1.7865739753,-1.0504353163,-0.736138659,117.411494515,104.8799995,92.348504485,57.9629472556,58.6323070405,42.4035671453,98.2399978,100.309999,104.8799995
2020-10-31 00:00:00,98.300003,99.599998,96.5,96.599998,1588.224,-1.9879537345,-1.2379389999,-0.7500147345,117.3477630757,104.3349994,91.3222357243,23.8879162036,48.1536975017,40.6598541378,98.419998,98.6199988,104.3349994
2020-11-07 00:00:00,96.699997,98.5,96.699997,98.199997,549.081,-1.9954399078,-1.3894391815,-0.6060007263,117.0211369753,103.84499925,90.6688615247,42.563089204,41.4713175544,43.1762956457,98.2599974,98.4599982,103.84499925
2020-11-14 00:00:00,98.5,102.5,98.5,100.5,2920.451,-1.7950890646,-1.4705691581,-0.3245199065,116.4362066006,103.41999925,90.4037918994,61.2867238706,42.5792430927,46.6769300006,98.419998,98.6099982,103.41999925
2020-11-21 00:00:00,100.5,101.0,99.900002,100.5,2200.111,-1.6176621753,-1.4999877616,-0.1176744138,114.8957686893,102.76999925,90.6442298107,67.4492275707,57.0996802151,46.6769300006,98.7999984,98.6999984,102.76999925
2020-11-28 00:00:00,100.5,102.5,100.5,102.5,2330.643,-1.3006734481,-1.4601248989,0.1594514508,113.8044362097,102.34499925,90.8855622903,93.5209946009,74.0856486807,49.7960092491,99.659999,98.9499984,102.34499925
2020-12-05 00:00:00,102.5,103.0,100.0,100.0,1705.725,-1.2369281667,-1.4154855524,0.1785573858,112.380945385,101.76999925,91.159053115,65.9444190007,75.6382137241,46.1611889362,100.3399994,99.3799987,101.76999925
2020-12-12 00:00:00,100.5,102.0,99.0,100.5,2411.503,-1.133003195,-1.358989081,0.2259858859,111.4821273758,101.36999925,91.2578711242,49.7070161555,69.7241432524,46.994531877,100.8,99.5299987,101.36999925
2020-12-19 00:00:00,101.0,101.0,99.5,99.5,1450.607,-1.1184408589,-1.3108794365,0.1924385777,111.084352941,101.09499925,91.105645559,20.3736891831,45.3417081131,45.4783622379,100.6,99.509999,101.09499925
2020-12-26 00:00:00,99.900002,99.900002,98.300003,99.300003,1253.328,-1.110240033,-1.2707515558,0.1605115228,110.4912743558,100.7599994,91.0287244442,17.6543921383,29.2450324923,45.164523847,100.3600006,99.5799995,100.7599994
2021-01-02 00:00:00,99.300003,101.0,99.199997,100.5,1591.574,-0.99543632,-1.2156885087,0.2202521886,107.1961081829,100.0599994,92.9238906171,37.0290226945,25.019034672,47.5052906514,99.9600006,99.8099998,100.0599994
