date,open,high,low,close,volume,macd,macdsignal,macdhist,upperband,middleband,lowerband,slowk,slowd,rsi,sma5,sma10,sma20
2020-01-04 00:00:00,94.4,96.8,92.8,92.8,1514.51,,,,,,,,,,,,
2020-01-11 00:00:00,92.8,94.7,89.0,93.4,3958.527,,,,,,,,,,,,
2020-01-18 00:00:00,94.7,97.5,92.8,95.0,3421.65,,,,,,,,,,,,
2020-01-25 00:00:00,94.9,98.5,94.6,96.1,1707.4,,,,,,,,,,,,
2020-02-01 00:00:00,87.6,90.0,86.5,88.8,2005.922,,,,,,,,,,93.22,,
2020-02-08 00:00:00,85.1,93.5,80.1,91.1,2715.12,,,,,,,,,,92.88,,
2020-02-15 00:00:00,90.0,97.5,89.8,97.4,3488.741,,,,,,,,,,93.68,,
2020-02-22 00:00:00,95.9,107.0,95.1,96.2,13698.18,,,,,,,,,,93.92,,
2020-02-29 00:00:00,95.0,98.3,89.5,89.7,3933.552,,,,,,,,,,92.64,,
2020-03-07 00:00:00,86.5,93.7,86.0,89.9,2817.669,,,,,,,,,,92.86,93.04,
2020-03-14 00:00:00,89.0,89.2,72.0,74.2,4691.896,,,,,,,11.9913196983,29.1187606167,,89.48,91.18,
2020-03-21 00:00:00,74.2,76.5,49.6,53.2,5803.417,,,,,,,4.6855177271,17.3813159164,,80.64,87.16,
2020-03-28 00:00:00,48.75,66.7,48.75,64.2,3401.001,,,,,,,21.9372685238,12.8713686497,,74.24,84.08,
2020-04-04 00:00:00,61.7,67.3,61.7,65.3,1029.627,,,,,,,32.7895918495,19.8041260335,,69.36,81.0,
2020-04-11 00:00:00,65.9,73.8,65.4,71.5,1814.678,,,,,,,51.077636813,35.2681657288,37.0280146163,65.68,79.27,
2020-04-18 00:00:00,72.0,82.8,70.2,81.7,4231.929,,,,,,,87.3361941552,57.0678076059,44.4591356086,67.18,78.33,
2020-04-25 00:00:00,81.7,83.8,74.2,77.0,2368.518,,,,,,,86.6314146712,75.0150818798,41.9996997448,71.94,76.29,
2020-05-02 00:00:00,78.2,93.8,77.9,91.0,7454.728,,,,,,,92.9557380177,88.974448948,50.7409812141,77.3,75.77,
2020-05-09 00:00:00,89.5,97.3,88.2,90.2,7025.059,,,,,,,83.9664650977,87.8512059289,50.2747073754,82.28,75.82,
2020-05-16 00:00:00,91.1,92.4,85.0,86.0,2775.122,,,,109.910218261,84.235,58.559781739,65.5829945085,80.8350658746,47.791696499,85.18,75.43,84.235
