date,open,high,low,close,volume,macd,macdsignal,macdhist,upperband,middleband,lowerband,slowk,slowd,rsi,sma5,sma10,sma20
2020-01-04 00:00:00,29.700001,30.25,29.200001,29.950001,1175.86,,,,,,,,,,,,
2020-01-11 00:00:00,29.5,29.950001,28.200001,29.25,1206.124,,,,,,,,,,,,
2020-01-18 00:00:00,28.799999,31.549999,28.799999,30.6,7107.676,,,,,,,,,,,,
2020-01-25 00:00:00,30.75,31.0,29.85,30.450001,726.45,,,,,,,,,,,,
2020-02-01 00:00:00,28.549999,28.799999,26.299999,27.0,2386.528,,,,,,,,,,29.4500004,,
2020-02-08 00:00:00,26.4,28.4,24.299999,26.35,3092.387,,,,,,,,,,28.7300002,,
2020-02-15 00:00:00,26.35,27.799999,25.6,27.35,1576.46,,,,,,,,,,28.3500002,,
2020-02-22 00:00:00,27.5,27.5,26.75,26.85,966.258,,,,,,,,,,27.6000002,,
2020-02-29 00:00:00,26.65,26.65,24.9,24.9,783.435,,,,,,,,,,26.49,,
2020-03-07 00:00:00,23.1,25.85,23.0,25.0,1090.202,,,,,,,,,,26.09,27.7700002,
2020-03-14 00:00:00,24.6,24.799999,19.35,19.799999,2052.62,,,,,,,12.0400520051,20.4938754721,,24.7799998,26.755,
2020-03-21 00:00:00,19.799999,19.799999,14.75,16.200001,2294.24,,,,,,,10.1217754229,17.7672463931,,22.55,25.4500001,
2020-03-28 00:00:00,14.9,19.700001,14.9,19.700001,1370.514,,,,,,,32.6229692844,18.2615989041,,21.1200002,24.3600002,
2020-04-04 00:00:00,21.65,21.65,19.9,20.85,1738.404,,,,,,,50.5104181154,31.0850542742,,20.3100002,23.4000001,
2020-04-11 00:00:00,21.0,24.4,21.0,23.6,2095.421,,,,,,,80.9219810079,54.6851228026,37.8118978047,20.0300002,23.0600001,
2020-04-18 00:00:00,23.15,24.25,22.549999,23.6,1377.256,,,,,,,93.0469047714,74.8264346316,37.8118978047,20.7900004,22.7850001,
2020-04-25 00:00:00,23.799999,23.950001,22.65,22.950001,1096.047,,,,,,,90.5141267133,88.1610041642,36.7484566847,22.1400004,22.3450002,
2020-05-02 00:00:00,23.0,25.0,23.0,24.4,1353.279,,,,,,,91.0604447929,91.5404920925,40.751601378,23.0800002,22.1000002,
2020-05-09 00:00:00,23.9,26.5,23.25,25.9,2311.228,,,,,,,91.1324478739,90.9023397934,44.6539413293,24.0900002,22.2000002,
2020-05-16 00:00:00,26.1,26.1,23.700001,23.799999,2154.61,,,,32.76587122,24.92500015,17.08412908,47.5560533368,76.5829820012,40.6202386804,24.13,22.0800001,24.92500015
2020-05-23 00:00:00,23.799999,24.450001,23.1,23.65,1030.12,,,,32.0821057234,24.6100001,17.1378944766,28.4306800445,55.7063937517,40.3399324217,24.14,22.4650002,24.6100001
2020-05-30 00:00:00,23.700001,24.799999,23.35,23.75,855.56,,,,31.4704511327,24.3350001,17.1995490673,19.6260822947,31.8709385586,40.6340520783,24.2999998,23.2200001,24.3350001
2020-06-06 00:00:00,23.9,24.25,23.5,23.9,762.18,,,,30.4658178353,24.0000001,17.5341823647,19.4511853928,22.502649244,41.1030908627,24.1999998,23.64,24.0000001
2020-06-13 00:00:00,24.200001,24.65,22.200001,22.5,1429.84,,,,29.2974770038,23.60250005,17.9075230962,8.5491719545,15.8754798807,38.0791063887,23.5199998,23.805,23.60250005
2020-06-20 00:00:00,22.549999,24.200001,21.549999,23.049999,1545.798,,,,28.8623639525,23.405,17.9476360475,34.4556182099,20.8186585191,39.9482776349,23.3699998,23.7499999,23.405
2020-06-27 00:00:00,23.049999,25.6,22.85,23.799999,5658.657,,,,28.553211515,23.27749995,18.001788385,50.9080585229,31.3042828958,42.4973590939,23.3999996,23.7699998,23.27749995
2020-07-04 00:00:00,23.549999,23.950001,23.200001,23.549999,885.529,,,,27.9898723593,23.0874999,18.1851274407,51.5534109435,45.6390292254,41.8595130785,23.3599994,23.8299996,23.0874999
2020-07-11 00:00:00,23.700001,24.950001,23.549999,24.35,1781.389,,,,27.5662286191,22.9624999,18.3587711809,65.9869019521,56.1494571395,44.7188552936,23.4499994,23.8249996,22.9624999
2020-07-18 00:00:00,25.6,25.6,23.6,23.6,1473.826,,,,27.4182920941,22.8974999,18.3767077059,56.4936162792,58.0113097249,42.6034775128,23.6699994,23.5949996,22.8974999
2020-07-25 00:00:00,23.6,24.75,23.0,23.4,953.0,,,,27.2322812073,22.8174999,18.4027185927,29.6882427192,50.7229203169,42.0324780874,23.7399996,23.5549997,22.8174999
2020-08-01 00:00:00,23.4,23.75,22.25,23.4,883.634,,,,27.1705690532,22.99749995,18.8244308468,31.3111073062,39.1643221015,42.0324780874,23.6599998,23.5299997,22.99749995
2020-08-08 00:00:00,23.299999,23.549999,22.799999,22.799999,866.0,,,,25.9264297762,23.32749985,20.7285699238,19.0382779696,26.6792093317,40.1597572384,23.5099998,23.4349996,23.32749985
2020-08-15 00:00:00,23.049999,23.049999,21.0,22.4,2027.178,,,,25.4530391991,23.4624998,21.4719604009,25.8276478011,25.392344359,38.9149665622,23.1199998,23.2849996,23.4624998
2020-08-22 00:00:00,22.4,22.799999,20.0,20.75,1667.575,-0.8369168236,-0.70713361,-0.1297832136,25.4772901581,23.4574998,21.4377094419,17.6927922675,20.8529060127,34.2051263936,22.5499998,23.1099996,23.4574998
2020-08-29 00:00:00,20.75,23.1,20.75,22.35,1519.192,-0.8235822628,-0.7304233405,-0.0931589222,25.4754575724,23.3949998,21.3145420276,50.3411434751,31.2871945146,41.587801882,22.3399998,23.0399997,23.3949998
2020-09-05 00:00:00,22.700001,22.75,22.200001,22.450001,796.568,-0.7957721166,-0.7434930958,-0.0522790209,25.4591428425,23.33749985,21.2158568575,66.3452111624,44.7930489683,42.0256531685,22.15,22.9049999,23.33749985
2020-09-12 00:00:00,22.5,22.799999,21.75,21.9,637.13,-0.8087896362,-0.7565524038,-0.0522372323,25.5012459795,23.2849998,21.0687536205,65.2206011708,60.6356519361,40.239103099,21.9700002,22.74,23.2849998
2020-09-19 00:00:00,21.5,22.6,21.5,22.4,573.54,-0.7698855317,-0.7592190294,-0.0106665023,25.3681665256,23.1849998,21.0018330744,76.0536532189,69.2064885174,42.6269151013,21.9700002,22.545,23.1849998
2020-09-26 00:00:00,22.75,22.75,20.049999,20.549999,954.0,-0.878209911,-0.7830172057,-0.0951927052,25.0046701938,22.91749975,20.8303293062,33.3339034429,58.2027192775,36.7723917288,21.93,22.2399999,22.91749975
2020-10-03 00:00:00,20.65,20.85,20.299999,20.4,204.219,-0.965037081,-0.8194211808,-0.1456159002,25.083006394,22.7474998,20.411993205999998,15.6692533323,41.6856033314,36.3366257509,21.54,21.9399999,22.7474998
2020-10-10 00:00:00,20.5,22.5,20.25,21.6,709.881,-0.9263399967,-0.840804944,-0.0855350527,24.9942559445,22.6449998,20.2957436555,43.2448774716,30.7493447489,42.2342786469,21.3699998,21.7599999,22.6449998
2020-10-17 00:00:00,21.299999,21.5,20.4,20.950001,468.0,-0.9373169592,-0.860107347,-0.0772096122,24.9126612672,22.50499985,20.0973384328,36.1457740712,31.6866349584,40.0689981445,21.18,21.5750001,22.50499985
2020-10-24 00:00:00,20.950001,21.700001,20.799999,20.9,399.24,-0.9392241525,-0.8759307081,-0.0632934444,24.7708896036,22.35499985,19.9391100964,32.2789873164,37.2232129531,39.8995379752,20.88,21.4250001,22.35499985
2020-10-31 00:00:00,20.799999,21.549999,20.25,20.25,308.255,-0.981866835,-0.8971179335,-0.0847489015,24.8411752991,22.24249985,19.6438244009,7.5017903693,25.3088505856,37.6692280237,20.8200002,21.3750001,22.24249985
2020-11-07 00:00:00,20.450001,22.950001,20.450001,21.5,2863.321,-0.9043718787,-0.8985687225,-0.0058031562,24.7542877249,22.1649999,19.5757120751,34.1542529023,24.645010196,44.1363093084,21.0400002,21.2900001,22.1649999
2020-11-14 00:00:00,21.4,22.200001,21.049999,21.65,699.183,-0.8213844129,-0.8831318606,0.0617474477,24.5318655356,22.05749995,19.5831343644,48.0195402208,29.8918611642,44.875432683,21.0500002,21.21,22.05749995
2020-11-21 00:00:00,21.700001,24.75,21.200001,23.450001,1586.0,-0.6034154136,-0.8271885712,0.2237731576,24.5139552752,22.05250005,19.5910448248,66.8884106715,49.6874012649,52.9245453476,21.5500002,21.3650001,22.05250005
2020-11-28 00:00:00,23.799999,24.9,23.299999,24.0,1555.545,-0.3818908881,-0.7381290346,0.3562381465,24.4287008241,22.03500005,19.6412992759,79.8118299174,64.9065936033,55.0827366497,22.1700002,21.5250001,22.03500005
2020-12-05 00:00:00,24.0,24.4,22.950001,23.15,1929.15,-0.2717860218,-0.644860432,0.3730744102,24.3495169185,22.01250005,19.6754831815,68.2727579539,71.6576661809,51.1777603671,22.7500002,21.7850002,22.01250005
